error_rate,error_count,trials,rho,rho_t,theory_fail,n,q,k,m,t
0.442,221,500,0.8275862068965517,0.8275862068965517,0.4593303177597763,8,29,6,16,1
0.464,232,500,0.9655172413793104,0.9655172413793104,0.5259223275277896,8,29,7,16,1
0.52,260,500,1.103448275862069,1.103448275862069,0.5789202969680771,8,29,8,16,1
0.488,244,500,1.2413793103448276,1.2413793103448276,0.6218006159186782,8,29,9,16,1
0.486,243,500,1.3793103448275863,1.3793103448275863,0.6570642622870054,8,29,10,16,1
0.48,240,500,1.5172413793103448,1.5172413793103448,0.6865001889393896,8,29,11,16,1
0.498,249,500,1.6551724137931034,1.6551724137931034,0.7114011080411614,8,29,12,16,1
0.0,0,500,0.12903225806451613,0.12903225806451613,2.075952276853204e-06,8,31,1,16,1
0.062,31,500,0.25806451612903225,0.25806451612903225,0.01764697800340841,8,31,2,16,1
0.224,112,500,0.3870967741935484,0.3870967741935484,0.11365821697739432,8,31,3,16,1
0.284,142,500,0.5161290322580645,0.5161290322580645,0.2354361128573449,8,31,4,16,1
0.422,211,500,0.6451612903225806,0.6451612903225806,0.3425304572880322,8,31,5,16,1
0.412,206,500,0.7741935483870968,0.7741935483870968,0.42895504231473003,8,31,6,16,1
0.472,236,500,0.9032258064516129,0.9032258064516129,0.4977819850535288,8,31,7,16,1
0.488,244,500,1.032258064516129,1.032258064516129,0.5530233589738571,8,31,8,16,1
0.474,237,500,1.1612903225806452,1.1612903225806452,0.5979708958892433,8,31,9,16,1
0.51,255,500,1.2903225806451613,1.2903225806451613,0.6350802064954342,8,31,10,16,1
0.508,254,500,1.4193548387096775,1.4193548387096775,0.6661454056500897,8,31,11,16,1
0.5,250,500,1.5483870967741935,1.5483870967741935,0.692480908141381,8,31,12,16,1
0.0,0,500,0.10810810810810811,0.10810810810810811,1.4750113654096634e-08,8,37,1,16,1
0.014,7,500,0.21621621621621623,0.21621621621621623,0.004622566813897974,8,37,2,16,1
0.108,54,500,0.32432432432432434,0.32432432432432434,0.059006038370505276,8,37,3,16,1
0.206,103,500,0.43243243243243246,0.43243243243243246,0.15674293257295227,8,37,4,16,1
0.326,163,500,0.5405405405405406,0.5405405405405406,0.25726086740286547,8,37,5,16,1
0.382,191,500,0.6486486486486487,0.6486486486486487,0.3451317468673314,8,37,6,16,1
0.46,230,500,0.7567567567567568,0.7567567567567568,0.41839641532637895,8,37,7,16,1
0.466,233,500,0.8648648648648649,0.8648648648648649,0.4789107126626926,8,37,8,16,1
0.484,242,500,0.972972972972973,0.972972972972973,0.529098488020848,8,37,9,16,1
0.504,252,500,1.0810810810810811,1.0810810810810811,0.5710916492236592,8,37,10,16,1
0.512,256,500,1.1891891891891893,1.1891891891891893,0.6065882757173268,8,37,11,16,1
0.508,254,500,1.2972972972972974,1.2972972972972974,0.6369003177597158,8,37,12,16,1
0.538,269,500,1.4054054054054055,1.4054054054054055,0.6630351469410034,8,37,13,16,1
0.508,254,500,1.5135135135135136,1.5135135135135136,0.6857691938908441,8,37,14,16,1
0.0,0,500,0.0975609756097561,0.0975609756097561,3.4557338077455036e-10,8,41,1,16,1
0.008,4,500,0.1951219512195122,0.1951219512195122,0.0016986782543714728,8,41,2,16,1
